323 151
879 703
771 21
130 439
299 430
318 414
156 301
375 219
431 16
932 701
516 828
630 855
805 155
790 612
230 511
404 485
286 383
463 784
449 496
703 663
195 655
414 218
606 757
826 88
95 531
595 4
746 437
345 500
695 492
533 497
311 333
426 578
912 543
587 261
218 899
183 951
761 941
26 126
411 670
49 439
105 613
513 43
418 145
362 908
335 724
138 589
13 591
178 91
400 225
402 70
427 82
211 276
262 17
383 775
769 355
888 112
373 189
726 261
708 880
177 309
32 619
395 550
163 870
400 596
258 485
793 23
501 627
33 803
657 230
896 212
455 166
590 487
846 88
646 283
263 336
304 250
803 295
626 395
132 106
482 891
714 550
599 929
37 366
25 161
523 309
762 231
731 438
507 925
680 761
532 634
112 432
225 570
378 607
877 316
369 375
164 313
802 451
477 942
595 426
869 808
411 320
855 403
675 450
822 216
328 959
369 171
768 752
877 712
491 175
551 342
57 67
663 39
278 478
639 978
641 525
678 480
540 449
45 925
636 973
468 47
161 350
215 647
451 439
798 642
930 522
93 802
560 953
249 41
509 487
790 310
619 605
284 373
19 248
198 629
695 186
951 353
899 688
292 639
529 841
198 550
896 185
899 148
958 555
753 512
437 120
22 377
389 485
577 455
948 161
435 952
347 810
57 459
977 281
479 313
155 552
102 369
198 654
400 294
735 437
129 601
222 85
617 278
637 384
947 677
913 88
917 299
439 187
927 929
512 923
291 941
698 503
700 471
816 257
355 159
375 789
526 335
234 695
887 944
384 250
929 26
950 79
436 62
370 381
836 843
929 320
1 703
662 121
775 365
528 459
870 683
264 395
31 527
627 579
955 968
463 517
873 313
266 809
767 390
659 265
453 74
36 435
534 406
332 602
204 871
117 642
524 787
302 827
930 332
200 188
58 198
795 189
726 963
482 573
741 754
793 314
901 873
791 30
338 793
355 141
598 91
140 761
182 531
793 686
885 395
484 276
349 447
220 241
555 619
923 787
429 912
283 525
340 714
17 707
91 11
935 284
648 432
207 752
888 458
245 782
357 777
378 142
162 210
833 247
149 456
446 138
267 565
935 66
421 3
8 248
411 686
503 395
913 766
964 609
736 737
617 72
802 74
625 451
2 236
535 442
846 334
352 361
127 437
467 469
68 647
134 682
328 450
842 529
165 166
350 553
64 945
928 838
835 926
16 564
203 825
957 59
77 646
616 483
337 563
139 676
214 358
538 31
539 135
795 970
668 372
262 525
943 233
356 821
30 420
329 588
59 506
115 201
284 842
947 932
550 660
2 707
8 337
871 919
711 84
640 438
473 491
290 755
899 301
845 638
722 340
923 919
908 879
711 736
599 77
623 419
645 536
685 38
962 278
491 214
191 962
145 155
219 355
40 911
574 699
443 602
743 186
105 392
310 713
848 32
151 591
647 714
617 607
779 760
689 269
230 90
620 854
567 690
812 461
578 456
157 597
436 331
718 366
674 851
245 163
155 470
49 879
528 230
837 959
234 203
698 279
392 254
654 47
106 257
627 161
439 569
133 766
336 537
524 948
73 666
124 944
894 180
642 43
629 382
738 973
281 564
377 847
33 427
148 730
96 192
909 952
635 15
44 928
85 34
140 70
359 82
894 406
473 333
418 470
758 331
542 818
742 623
716 615
393 140
858 946
765 881
342 546
388 608
203 360
667 441
782 289
820 156
608 412
18 703
796 882
67 866
636 625
213 928
54 620
36 356
209 758
377 961
873 671
505 917
108 567
403 245
715 172
716 310
678 453
972 606
332 610
334 842
246 22
768 786
435 696
184 579
166 375
426 378
10 919
455 537
711 823
50 801
64 538
443 137
848 351
222 174
170 432
263 953
603 528
13 288
71 447
386 37
43 723
926 193
33 739
487 602
970 490
793 870
243 581
905 848
122 638
31 663
323 445
808 795
383 735
955 381
213 406
527 931
566 975
805 13
110 205
955 913
156 970
926 740
970 95
611 835
634 605
853 87
936 547
160 492
218 229
221 653
261 961
559 97
145 477
158 44
183 625
495 437
408 837
941 240
652 472
616 905
817 867
656 565
911 82
234 922
92 122
405 531
580 778
466 748
659 816
199 632
719 956
595 335
833 147
802 485
110 840
880 748
275 680
335 564
784 584
772 791
717 839
369 620
647 540
725 785
874 707
582 229
838 430
17 645
219 961
773 395
496 361
909 563
732 596
608 618
185 117
412 712
409 424
10 738
278 467
124 126
417 748
434 770
793 172
838 107
63 822
237 967
451 902
362 765
145 590
55 889
495 780
922 725
473 339
597 410
797 381
947 186
418 298
973 423
886 968
616 252
212 818
141 160
35 421
933 766
591 215
187 366
958 718
874 787
380 802
52 775
644 67
771 605
684 426
613 284
943 81
231 483
855 894
506 238
289 281
199 833
845 249
576 824
125 455
94 359
574 486
795 503
672 181
359 577
875 744
465 317
256 876
956 34
300 11
379 73
953 471
809 570
674 830
151 202
691 497
947 676
159 812
491 119
398 929
476 224
386 290
338 917
496 102
495 549
145 390
182 216
203 69
259 311
828 887
188 617
714 603
77 938
617 141
729 62
430 208
352 909
607 496
936 522
703 91
830 381
929 327
106 320
694 65
54 417
130 135
77 65
976 427
887 159
362 467
258 182
673 203
672 829
379 675
117 366
717 2
441 324
976 132
596 610
321 337
763 550
359 825
378 95
111 388
557 159
597 461
317 176
248 480
323 396
414 128
223 239
582 653
694 140
842 854
294 453
738 903
671 551
288 211
721 599
737 274
39 606
214 92
674 293
662 596
743 603
934 966
260 439
330 667
132 600
350 403
596 658
957 580
392 485
834 452
910 476
756 703
294 586
10 370
284 239
343 474
93 196
688 262
689 392
360 684
880 103
490 48
174 821
514 558
35 164
648 523
330 703
667 135
869 683
887 796
690 901
506 451
658 730
219 816
517 948
550 510
529 4
291 364
936 599
131 365
522 400
334 146
250 488
159 618
347 5
574 793
207 848
647 727
581 772
432 773
848 381
187 691
44 293
506 529
549 726
576 732
538 911
795 890
905 238
579 963
600 945
530 568
363 645
328 596
662 356
60 815
520 968
605 187
609 184
443 120
618 499
251 742
855 809
1 659
859 383
408 320
407 626
447 673
266 447
362 318
143 258
658 944
774 458
439 712
888 79
885 122
927 567
199 592
608 387
3 686
151 729
298 127
703 427
463 918
692 152
573 974
752 766
204 464
554 153
795 554
137 753
621 969
512 259
70 977
609 34
385 483
101 454
763 825
667 74
197 819
226 150
20 137
41 735
189 558
444 327
635 9
470 57
56 680
164 393
442 536
249 111
354 11
820 348
713 881
477 825
630 191
775 759
944 198
301 567
159 82
127 814
661 183
846 801
539 550
577 466
27 330
650 60
907 148
822 289
92 729
55 434
612 362
225 854
64 442
569 518
629 276
128 647
970 946
365 497
607 886
258 579
639 479
51 30
489 391
327 494
662 514
644 9
275 179
848 31
510 89
173 591
410 809
431 316
345 576
658 678
754 169
283 143
161 365
575 469
342 264
584 632
445 273
312 795
938 947
591 927
687 860
559 484
270 750
364 586
370 865
596 87
249 305
32 793
485 977
460 533
825 153
24 3
975 61
946 703
826 875
547 849
507 726
955 33
99 493
268 614
784 215
785 223
185 942
419 691
502 951
795 386
288 283
569 459
628 117
868 548
760 602
393 153
637 950
30 209
959 845
326 470
717 852
99 389
119 531
385 159
266 958
733 618
254 73
715 969
848 343
259 725
187 144
260 631
300 145
67 678
843 588
751 79
643 869
645 612
78 848
946 847
728 539
93 53
443 305
956 833
371 512
307 415
550 562
717 258
522 304
794 573
249 94
213 969
971 206
936 444
834 657
319 444
33 515
666 899
974 248
227 447
393 94
485 416
181 300
787 756
277 540
810 703
461 439
57 541
692 703
594 454
761 814
120 599
355 464
231 381
50 971
659 638
696 946
952 41
135 635
818 452
361 119
791 673
245 279
888 715
906 188
842 607
412 156
471 95
346 538
96 339
794 35
972 741
693 69
915 439
648 858
495 442
461 246
715 425
106 188
832 203
483 275
53 385
345 867
552 218
276 812
406 855
541 339
736 390
555 954
536 152
130 3
573 301
313 724
758 422
939 975
778 381
445 495
621 150
234 424
172 764
738 479
898 51
485 249
451 338
877 114
768 426
860 832
845 73
756 239
847 357
314 499
595 606
279 217
10 550
269 33
842 39
550 769
737 859
812 293
409 160
671 728
158 549
464 549
476 595
188 479
614 402
526 165
817 263
728 632
343 23
916 189
443 189
115 889
20 827
652 944
583 648
656 530
950 404
272 779
718 842
661 176
167 481
267 125
292 536
187 968
314 48
160 259
816 807
692 183
323 505
896 725
517 881
3 257
354 385
686 443
234 410
380 365
315 676
551 22
112 152
419 612
781 525
696 91
110 248
419 190
494 897
405 127
746 384
584 507
529 272
619 704
167 32
195 661
908 172
752 732
290 749
625 175
51 821
199 815
809 15
615 50
374 866
605 962
370 41
6 901
559 603
73 867
256 269
5 345
687 328
341 747
735 426
546 703
51 826
363 757
566 111
752 546
366 588
53 81
192 681
896 449
469 921
326 169
718 863
57 945
277 411
60 29
906 243
799 943
853 771
351 979
937 146
895 628
85 782
69 543
970 298
862 866
776 564
541 118
857 257
604 352
470 508
255 638
882 980
496 577
225 728
210 758
945 711
197 839
749 794
305 10
81 822
620 762
1 418
2 157
338 126
848 421
761 900
902 134
155 527
871 920
12 102
310 327
496 686
481 957
579 763
374 405
247 724
456 546
629 580
49 120
893 130
27 854
913 535
114 235
722 110
203 263
846 955
903 5
139 277
902 391
588 888
718 918
921 355
723 179
465 743
856 550
822 677
878 507
536 387
828 955
794 394
408 321
101 769
728 480
232 218
638 838
850 682
554 100
809 244
223 83
150 794
191 614
229 718
78 119
28 391
210 343
251 513
897 762
608 206
776 684
455 856
721 865
774 245
333 27
64 134
63 269
800 837
177 44
806 367
973 801
580 809
725 277
414 418
625 500
952 548
511 844
223 88
952 102
763 63
933 260
954 390
330 299
666 980
849 284
371 445
740 786
745 560
927 314
360 820
203 667
886 492
810 279
24 54
705 235
190 487
686 488
692 474
269 525
920 443
776 362
887 73
319 749
654 640
767 227
762 411
737 811
66 713
530 239
624 163
751 501
290 852
628 96
667 881
101 533
318 101
583 118
8 898
209 925
214 847
87 425
964 213
938 33
192 72
230 37
373 85
809 239
22 305
478 791
89 430
163 893
19 648
253 703
13 141
358 228
393 543
790 112
22 933
777 586
631 867
781 765
819 109
582 699
90 720
713 440
143 943
901 745
226 179
228 179
265 322
160 120
456 105
790 740
558 640
481 700
245 454
295 16
727 56
605 699
474 341
970 638
938 842
816 308
763 666
102 885
514 214
313 373
494 873
886 63
869 803
90 788
430 119
416 724
904 724
725 297
411 484
603 478
759 868
925 735
65 54
265 724
784 350
16 35
686 945
862 342
621 373
188 865
135 810
283 607
195 154
839 121
398 406
880 945
761 804
924 170
375 925
664 34
665 834
775 310
466 161
726 542
250 335
324 7
400 421
229 758
121 1
848 478
461 591
426 563
443 371
48 65
546 448
223 922
332 86
423 290
336 332
540 453
389 612
35 151
37 589
274 881
901 691
775 158
500 614
413 526
330 159
833 249
172 217
564 127
452 91
127 655
826 261
758 230
850 639
70 787
435 178
400 581
697 150
669 74
620 325
716 542
863 276
924 357
527 461
720 803
62 156
714 670
598 936
450 249
821 486
15 339
769 331
312 831
4 704
649 269
206 113
117 239
284 368
582 43
638 84
659 689
931 180
517 782
708 421
519 485
6 184
206 597
374 444
865 419
899 364
442 129
885 155
193 849
801 751
750 795
823 213
436 329
807 319
756 677
646 460
526 733
467 104
567 613
586 875
453 69
495 574
152 378
23 642
584 713
59 132
419 90
682 387
949 518
727 720
339 147
692 483
750 740
569 88
509 778
203 675
576 486
904 211
852 745
585 549
530 277
180 772
586 771
881 548
181 659
856 806
620 89
508 835
566 750
223 450
687 579
26 583
278 604
409 168
308 916
326 871
352 543
130 18
747 825
101 248
92 416
93 921
242 958
938 675
856 370
709 63
712 749
451 323
680 574
266 924
460 357
281 128
796 948
636 782
939 22
180 495
665 87
790 661
475 701
539 407
338 249
765 276
452 881
860 195
1 463
365 433
612 620
761 865
707 816
245 913
863 957
59 46
158 188
403 428
817 852
664 599
385 74
357 771
834 177
971 549
775 978
902 734
70 886
66 301
842 160
438 831
14 816
243 200
763 496
212 566
690 569
877 633
747 541
880 61
807 548
258 566
226 131
651 283
483 422
285 943
52 401
536 478
718 273
793 126
403 851
446 791
417 338
271 619
515 50
364 388
77 264
188 186
151 294
411 675
429 192
86 574
602 888
859 890
516 424
936 737
75 824
421 556
124 340
877 626
968 210
733 3
360 93
867 837
815 507
979 562
85 154
929 217
70 582
649 927
295 4
668 239
596 516
27 836
249 417
255 768
436 110
612 455
44 948
921 164
409 132
871 923
785 289
586 537
420 698
222 63
246 779
513 725
384 373
669 383
870 288
466 209
802 919
910 428
370 437
21 871
831 512
83 958
638 687
111 894
900 17
5 691
67 508
503 47
748 272
861 612
132 317
615 565
688 389
268 472
106 208
508 919
456 554
74 505
481 550
814 277
294 556
302 564
820 49
911 922
783 773
499 765
706 424
834 149
212 884
276 15
364 497
170 160
26 429
102 261
953 577
677 202
445 504
189 842
940 6
62 125
159 87
269 72
402 661
773 712
571 955
541 572
690 214
545 246
128 397
718 696
699 966
114 26
386 308
709 150
242 677
952 660
475 32
790 244
259 409
64 468
709 913
375 118
655 287
731 454
804 48
275 172
168 871
9 120
691 628
251 758
964 182
309 474
740 548
616 149
528 764
196 538
641 947
84 110
886 501
83 597
210 183
925 145
528 267
356 956
72 919
881 128
774 768
616 614
802 335
864 258
239 49
519 596
261 83
524 507
670 803
72 672
915 450
589 656
332 703
831 727
44 872
142 765
515 568
453 457
716 111
517 927
900 691
832 718
979 785
727 503
278 93
474 331
807 74
95 820
148 729
426 925
44 41
266 546
855 275
536 667
663 509
574 375
310 864
653 607
328 765
513 13
326 108
633 189
120 691
267 37
782 787
696 742
753 459
308 289
361 446
420 112
902 535
102 923
903 630
127 572
40 419
868 550
307 408
385 348
83 778
10 470
209 910
14 273
234 926
542 520
959 890
181 107
369 507
757 76
43 6
725 409
619 177
46 895
505 932
54 748
528 570
162 579
129 372
899 376
340 596
10 900
10 465
875 290
659 46
952 36
765 151
924 621
12 278
364 436
807 224
723 720
499 679
336 3
482 939
250 2
893 289
570 689
517 795
277 657
576 99
922 460
611 755
781 289
123 186
927 861
117 752
628 103
594 923
887 739
281 928
356 300
178 73
161 135
696 65
22 830
459 624
150 276
848 453
240 12
132 858
261 634
403 958
924 64
601 514
450 110
288 727
182 419
832 769
607 390
665 510
350 32
559 355
28 316
106 338
345 237
537 321
610 281
867 698
889 715
524 791
600 852
785 40
236 462
384 308
973 420
828 474
691 792
926 145
434 353
879 809
398 756
556 40
719 911
298 930
835 556
140 672
806 458
792 761
818 146
954 536
611 130
560 549
227 653
730 662
217 25
959 21
166 941
777 434
706 120
283 169
839 771
59 309
297 931
62 279
191 186
285 161
507 932
473 385
237 168
536 598
973 372
372 400
377 400
395 363
641 119
219 111
793 957
30 542
501 535
575 486
832 640
907 808
81 606
752 840
805 184
111 860
402 304
498 307
668 590
975 248
565 519
228 365
185 656
717 151
743 923
463 862
837 782
898 601
773 737
121 471
543 956
454 147
801 760
470 893
627 16
938 429
829 202
744 340
137 394
391 958
840 765
895 89
571 34
256 893
611 878
460 40
928 506
291 180
311 951
578 374
120 375
653 819
301 594
968 673
624 370
309 568
88 199
961 469
763 748
967 292
345 482
201 272
900 150
757 240
98 824
539 853
65 75
411 507
359 52
396 2
348 368
615 839
48 673
359 819
360 211
750 527
937 914
720 115
138 852
942 715
559 955
358 71
654 560
834 427
575 603
303 201
470 1
113 676
441 925
975 365
781 67
455 403
843 884
525 543
31 799
865 598
793 159
116 834
318 215
283 467
947 120
532 361
609 28
866 463
173 75
526 843
32 27
785 585
383 622
404 692
85 479
97 685
328 923
199 397
633 522
725 559
484 851
602 218
712 438
879 960
146 324
457 183
852 264
176 174
388 186
131 441
50 747
581 71
323 875
890 215
419 348
37 661
697 87
780 835
225 169
929 66
682 455
719 259
538 829
616 351
524 376
29 694
212 394
875 442
85 111
879 969
331 851
62 123
561 648
130 398
947 70
821 246
652 352
218 662
347 140
227 9
84 744
216 705
227 778
97 355
133 938
499 51
409 228
7 897
637 830
341 855
216 165
368 32
459 308
613 448
939 565
67 913
769 547
493 13
645 363
465 632
817 340
231 292
930 45
533 965
36 227
592 25
151 103
870 581
656 613
930 156
348 887
793 396
78 390
903 228
120 195
247 277
692 243
81 909
146 235
240 18
666 978
867 514
647 885
797 93
280 590
730 567
529 704
821 514
41 555
206 367
432 766
390 219
909 874
624 967
21 154
811 875
435 228
581 859
970 763
679 650
97 381
79 261
64 282
664 77
388 884
90 91
112 393
800 788
25 262
425 636
691 386
968 424
583 112
254 909
197 603
400 345
480 619
826 13
738 292
188 965
299 785
33 311
450 623
299 821
401 254
792 4
206 225
741 495
392 434
566 575
932 299
625 815
699 32
874 975
97 374
854 908
46 697
783 298
803 533
182 915
477 813
666 401
888 876
613 577
391 328
116 38
292 680
387 106
668 316
525 507
214 836
160 11
903 151
735 963
122 664
391 565
105 334
414 21
877 728
363 421
452 232
385 612
912 274
650 751
287 53
731 447
476 627
419 773
357 619
14 359
164 891
572 405
321 259
573 802
78 693
514 977
241 787
865 502
839 12
845 978
9 185
339 8
658 35
530 969
21 407
60 265
226 564
777 375
48 608
415 761
115 926
833 373
462 682
88 700
752 611
890 836
706 729
49 762
310 702
290 971
8 32
149 90
759 17
688 702
48 648
68 433
247 978
343 734
838 483
258 360
385 784
685 335
156 642
731 683
563 770
609 512
793 918
760 223
552 114
563 402
46 799
782 176
551 774
862 520
79 636
887 469
463 8
863 641
24 499
892 572
659 539
455 147
675 462
786 183
881 552
292 457
520 279
611 237
132 69
61 276
110 782
448 274
178 903
413 481
575 730
459 367
425 569
282 82
891 352
713 353
270 261
420 815
183 349
493 220
542 796
210 285
250 132
161 925
381 655
442 594
738 775
478 140
7 800
251 239
415 814
142 114
456 63
114 669
798 499
164 10
721 646
60 427
649 207
667 760
743 731
887 534
116 312
443 66
490 174
693 814
145 489
790 950
769 498
796 323
889 871
253 825
272 782
974 285
62 140
402 868
828 693
406 681
809 325
955 527
602 877
826 82
402 320
974 913
828 548
420 504
363 598
570 636
952 89
589 273
370 572
495 466
477 249
584 111
288 534
181 47
852 609
349 876
963 584
327 566
430 545
624 309
494 137
67 613
668 921
208 18
483 152
709 260
698 81
76 588
754 923
205 432
743 606
183 411
34 56
882 976
236 412
273 174
537 348
205 1
501 922
389 48
979 550
514 926
677 777
241 802
519 293
828 769
867 403
173 851
566 103
30 455
473 362
412 316
37 842
418 694
950 647
735 98
276 825
408 779
385 43
640 341
219 117
57 760
558 920
480 519
852 512
488 957
198 91
678 908
696 148
792 74
518 814
406 116
374 696
268 109
383 442
459 855
245 389
266 395
315 461
876 361
342 512
932 43
861 219
274 151
793 811
717 970
967 754
324 368
532 679
630 198
810 962
192 477
374 256
937 692
295 6
529 919
226 267
732 812
136 639
230 148
909 551
15 391
393 489
713 771
3 209
278 53
152 788
409 138
88 441
858 65
396 973
214 726
437 829
719 170
755 843
578 919
406 292
445 855
815 72
708 118
33 298
947 693
550 624
848 369
24 83
225 291
906 17
718 110
960 667
783 970
437 612
921 923
370 124
631 122
851 320
56 670
129 656
608 823
170 752
128 226
825 129
845 744
168 294
277 140
933 917
564 282
562 425
36 808
203 639
239 478
576 696
663 328
443 806
79 129
299 759
156 431
357 506
13 957
786 562
159 564
419 667
726 504
29 435
861 352
295 382
545 426
781 265
766 857
529 718
913 145
589 779
143 556
140 343
898 413
440 232
228 818
869 780
620 851
567 649
952 3
367 45
34 641
857 894
703 254
707 593
710 147
214 340
859 698
434 547
56 882
453 784
916 472
311 380
650 12
319 492
818 112
283 778
505 347
675 28
803 467
552 721
973 274
138 446
836 41
890 280
108 589
169 348
51 471
680 507
163 942
384 348
830 523
356 69
230 668
182 132
899 914
580 674
619 633
29 202
34 45
490 392
473 336
439 465
645 646
830 308
296 700
323 552
712 467
417 691
785 854
733 952
440 688
747 765
980 791
472 722
731 821
290 859
330 102
663 168
918 29
223 58
171 637
190 380
252 426
35 880
137 30
135 15
645 163
151 830
282 116
288 280
180 417
680 522
553 284
281 854
728 278
449 448
639 448
330 30
422 616
443 152
57 927
837 56
358 606
567 835
344 707
847 841
243 908
